Railway: Brisbane North; Timetable: Brisbane North Weekday 0400-0700;  Start time: 03:45

ECS Banyo Stabling to Northgate; Mass 270Te; Power 3000kW; Brake force 34Te; Maximum speed 30 km/h
Enters at Sunshine Coast,05:10
Passes Petrie,05:11
Arrives at Lawnton,05:13
Changes direction at Lawnton,05:15
At Lawnton forms new service,EY11 at 05:16


ECS Elimbah Stabling to Northgate P1; Mass 260Te; Power 3000kW; Brake force 35Te; Maximum speed 65 km/h
,E810

Enters at Sunshine Coast,05:18
Passes Petrie,05:19
Arrives at Northgate,05:37
At Northgate forms new service,D810 at 05:37


SHCL Northgate to Cleveland
,D810

New service at Northgate from,E810 at 05:37
Change maximum speed to 140 at Northgate,05:38
Departs from Northgate,05:42
Arrives & departs Nundah,05:44
Arrives & departs Toombul,05:46
Arrives & departs Eagle Junction,05:48
Arrives & departs Wooloowin,05:50
Arrives & departs Albion,05:52
Arrives & departs Bowen Hills,05:56
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,05:57


ECS Elimbah Stabling to Lawnton P2; Mass 260Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,EY04

Enters at Sunshine Coast,05:31
Passes Petrie,05:32
Arrives at Lawnton,05:34
Changes direction at Lawnton,05:36
At Lawnton forms new service,EY13 at 05:37


ECS Elimbah Stabling to Lawnton P2; Mass 260Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,EY06

Enters at Sunshine Coast,05:55
Passes Petrie,05:57
Arrives at Lawnton,05:58
Changes direction at Lawnton,06:00
At Lawnton forms new service,EY15 at 06:01


ECS Caboolture East to Northgate P1; Mass 255Te; Power 2160kW; Brake force 35Te; Maximum speed 75 km/h
,2S16

Enters at Sunshine Coast,06:29
Passes Petrie,06:30
Arrives at Northgate,06:45
At Northgate forms new service,1S16 at 06:45


SHBR Northgate to Boggo Road
,1S16

New service at Northgate from,2S16 at 06:45
Change maximum speed to 100 at Northgate,06:46
Departs from Northgate,06:49
Arrives & departs Nundah,06:51
Arrives & departs Toombul,06:53
Arrives & departs Eagle Junction,06:55
Arrives & departs Wooloowin,06:57
Arrives & departs Albion,06:59
Arrives & departs Bowen Hills,07:03
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,07:04


ECS Caboolture West to Northgate P1; Mass 255Te; Power 2880kW; Brake force 35Te; Maximum speed 70 km/h
,2S22

Enters at Sunshine Coast,06:58
Passes Petrie,06:59
Arrives at Northgate,07:16
Terminates at Northgate,07:16


ECS Mayne ETF to Bowen Hills; Mass 260Te; Power 2880kW; Brake force 35Te; Maximum speed 100 km/h
,1702,1704,1706

Enters at Mayne Flyover,03:53,04:23,04:53
Arrives at Bowen Hills,03:57,04:27,04:57
Changes description at Bowen Hills,03:57,04:27,04:57
Departs from Bowen Hills,03:58,04:28,04:58
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,03:59,04:29,04:59


ECS Mayne ETF to Bowen Hills; Mass 260Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,D802

Enters at Mayne Flyover,04:05
Arrives at Bowen Hills,04:09
Changes description at Bowen Hills,04:09
Departs from Bowen Hills,04:11
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,04:12


ECS Mayne ETF to Bowen Hills; Mass 260Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,TS02

Enters at Mayne Flyover,04:08
Arrives at Bowen Hills,04:12
Changes description at Bowen Hills,04:12
Departs from Bowen Hills,04:13
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,04:14


ECS Mayne ETF to Bowen Hills; Mass 270Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,DG02

Enters at Mayne Flyover,04:18
Arrives at Bowen Hills,04:22
Changes description at Bowen Hills,04:22
Departs from Bowen Hills,04:23
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,04:24


ECS Mayne ETF to Bowen Hills; Mass 250Te; Power 2160kW; Brake force 32Te; Maximum speed 100 km/h
,1804

Enters at Mayne Flyover,04:36
Arrives at Bowen Hills,04:40
Changes description at Bowen Hills,04:40
Departs from Bowen Hills,04:41
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,04:42


ECS Mayne ETF to Bowen Hills; Mass 260Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,TG04

Enters at Mayne Flyover,04:48
Arrives at Bowen Hills,04:52
Changes description at Bowen Hills,04:52
Departs from Bowen Hills,04:53
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,04:54


ECS Mayne ETF to Cleveland; Mass 268Te; Power 3000kW; Brake force 34Te; Maximum speed 140 km/h
,E816

Enters at Mayne Flyover,05:14
Passes Bowen Hills,05:18
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,05:19


ECS Mayne ETF to Bowen Hills; Mass 265Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,DS06

Enters at Mayne Flyover,05:43
Arrives at Bowen Hills,05:47
Changes description at Bowen Hills,05:47
Departs from Bowen Hills,05:48
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,05:49


ECS Mayne North to Roma Street; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,2R02

Enters at Mayne North,03:49
Passes Bowen Hills,03:51
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,03:52


ECS Mayne North to Cleveland; Mass 270Te; Power 3000kW; Brake force 34Te; Maximum speed 140 km/h
,E808

Enters at Mayne North,03:57
Arrives at Bowen Hills,03:59
Departs from Bowen Hills,04:04
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,04:05


ECS Mayne North to Ferny Grove P2; Mass 260Te; Power 2160kW; Brake force 35Te; Maximum speed 100 km/h
,2E01

Enters at Mayne North,04:01
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:04


ECS Mayne North to Roma Street; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,2R04

Enters at Mayne North,04:07
Arrives at Bowen Hills,04:09
Departs from Bowen Hills,04:12
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,04:13


ECS Mayne North to Roma Street; Mass 260Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,DP01

Enters at Mayne North,04:12
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:15


ECS Mayne North to Springfield Central; Mass 268Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,EK02

Enters at Mayne North,04:17
Arrives at Bowen Hills,04:20
Departs from Bowen Hills,04:25
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,04:26


ECS Mayne North to Roma Street; Mass 270Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,D101

Enters at Mayne North,04:21
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:24


ECS Mayne North to Roma Street; Mass 268Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,DA01

Enters at Mayne North,04:25
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:27


ECS Mayne North to Roma Street; Mass 270Te; Power 3000kW; Brake force 34Te; Maximum speed 140 km/h
,DY01

Enters at Mayne North,04:28
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:31


ECS Mayne North to Roma Street; Mass 260Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,DP03

Enters at Mayne North,04:39
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:41


ECS Mayne North to Roma Street; Mass 268Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,D103

Enters at Mayne North,04:45
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,04:48


ECS Mayne North to Roma Street; Mass 265Te; Power 3000kW; Brake force 30Te; Maximum speed 140 km/h
,ER06

Enters at Mayne North,04:59
Arrives at Bowen Hills,05:01
Departs from Bowen Hills,05:03
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,05:04


ECS Mayne North to Roma Street; Mass 269Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,DA05

Enters at Mayne North,05:07
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,05:10


ECS Mayne North to Springfield Central; Mass 271Te; Power 3000kW; Brake force 33Te; Maximum speed 140 km/h
,EK08

Enters at Mayne North,06:09
Exits railway at Exhibition,
allowable exit element(s): 10-8 ,06:13


IPBR Ipswich to Bowen Hills; Mass 270Te; Power 2880kW; Brake force 34Te; Maximum speed 140 km/h
,T001

Enters at City Down Main,06:31
Arrives at Bowen Hills,06:32
At Bowen Hills forms new service,A101 at 06:32


IPBR Ipswich to Bowen Hills; Mass 265Te; Power 2160kW; Brake force 35Te; Maximum speed 100 km/h
,1003

Enters at City Down Main,06:49
Arrives at Bowen Hills,06:50
At Bowen Hills forms new service,2Y29 at 06:50


BRFG Roma Street to Ferny Grove P1; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,1E01,1E03

Enters at City Down Suburban,04:15,04:45
Arrives & departs Bowen Hills,04:16,04:46
Arrives & departs Windsor,04:20,04:50
Arrives & departs Wilston,04:22,04:52
Arrives & departs Newmarket,04:24,04:54
Arrives & departs Alderley,04:26,04:56
Arrives & departs Enoggera,04:28,04:58
Arrives & departs Gaythorne,04:30,05:00
Arrives & departs Mitchelton,04:32,05:02
Arrives & departs Oxford Park,04:34,05:04
Arrives & departs Grovely,04:36,05:06
Arrives & departs Keperra,04:38,05:08
Arrives at Ferny Grove,04:42,05:12
Changes direction at Ferny Grove,04:50,05:20
At Ferny Grove forms new service,1708 at 04:52,1710 at 05:22


FGBN Ferny Grove to Beenleigh
,1708,1710

New service at Ferny Grove from,1E01 at 04:52,1E03 at 05:22
Departs from Ferny Grove,05:02,05:32
Arrives & departs Keperra,05:06,05:36
Arrives & departs Grovely,05:08,05:38
Arrives & departs Oxford Park,05:10,05:40
Arrives & departs Mitchelton,05:12,05:42
Arrives & departs Gaythorne,05:14,05:44
Arrives & departs Enoggera,05:16,05:46
Arrives & departs Alderley,05:18,05:48
Arrives & departs Newmarket,05:20,05:50
Arrives & departs Wilston,05:22,05:52
Arrives & departs Windsor,05:24,05:54
Arrives & departs Bowen Hills,05:28,05:58
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,05:29,05:59


ECS Mayne North to Ferny Grove P2; Mass 260Te; Power 2160kW; Brake force 32Te; Maximum speed 100 km/h
,2E01

Enters at City Down Suburban,04:23
Arrives at Bowen Hills,04:24
Change maximum speed to 35 at Bowen Hills,04:24
Departs from Bowen Hills,04:25
Arrives at Ferny Grove,04:50
Changes direction at Ferny Grove,05:05
At Ferny Grove forms new service,1V02 at 05:07


FGBN Ferny Grove to Coopers Plains
,1V02

New service at Ferny Grove from,2E01 at 05:07
Change maximum speed to 100 at Ferny Grove,05:08
Departs from Ferny Grove,05:17
Arrives & departs Keperra,05:21
Arrives & departs Grovely,05:23
Arrives & departs Oxford Park,05:25
Arrives & departs Mitchelton,05:27
Arrives & departs Gaythorne,05:29
Arrives & departs Enoggera,05:31
Arrives & departs Alderley,05:33
Arrives & departs Newmarket,05:35
Arrives & departs Wilston,05:37
Arrives & departs Windsor,05:39
Arrives & departs Bowen Hills,05:43
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,05:44


BRFG Boggo Road to Ferny Grove P2; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,TE05

Enters at City Down Suburban,05:00
Arrives & departs Bowen Hills,05:01
Arrives & departs Windsor,05:05
Arrives & departs Wilston,05:07
Arrives & departs Newmarket,05:09
Arrives & departs Alderley,05:11
Arrives & departs Enoggera,05:13
Arrives & departs Gaythorne,05:15
Arrives & departs Mitchelton,05:17
Arrives & departs Oxford Park,05:19
Arrives & departs Grovely,05:21
Arrives & departs Keperra,05:23
Arrives at Ferny Grove,05:27
Changes direction at Ferny Grove,05:35
At Ferny Grove forms new service,TV04 at 05:37


FGBN Ferny Grove to Coopers Plains
,TV04

New service at Ferny Grove from,TE05 at 05:37
Departs from Ferny Grove,05:47
Arrives & departs Keperra,05:51
Arrives & departs Grovely,05:53
Arrives & departs Oxford Park,05:55
Arrives & departs Mitchelton,05:57
Arrives & departs Gaythorne,05:59
Arrives & departs Enoggera,06:01
Arrives & departs Alderley,06:03
Arrives & departs Newmarket,06:05
Arrives & departs Wilston,06:07
Arrives & departs Windsor,06:09
Arrives & departs Bowen Hills,06:13
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,06:14


BRFG Roma Street to Ferny Grove P1; Mass 136Te; Power 1080kW; Brake force 17Te; Maximum speed 100 km/h
,JE07

Enters at City Down Suburban,05:15
Arrives & departs Bowen Hills,05:16
Arrives & departs Windsor,05:20
Arrives & departs Wilston,05:22
Arrives & departs Newmarket,05:24
Arrives & departs Alderley,05:26
Arrives & departs Enoggera,05:28
Arrives & departs Gaythorne,05:30
Arrives & departs Mitchelton,05:32
Arrives & departs Oxford Park,05:34
Arrives & departs Grovely,05:36
Arrives & departs Keperra,05:38
Arrives at Ferny Grove,05:42
Changes direction at Ferny Grove,05:50
At Ferny Grove forms new service,J712 at 05:52


FGBN Ferny Grove to Beenleigh
,J712

New service at Ferny Grove from,JE07 at 05:52
Departs from Ferny Grove,06:02
Arrives & departs Keperra,06:06
Arrives & departs Grovely,06:08
Arrives & departs Oxford Park,06:10
Arrives & departs Mitchelton,06:12
Arrives & departs Gaythorne,06:14
Arrives & departs Enoggera,06:16
Arrives & departs Alderley,06:18
Arrives & departs Newmarket,06:20
Arrives & departs Wilston,06:22
Arrives & departs Windsor,06:24
Arrives & departs Bowen Hills,06:28
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,06:29


BNFG Beenleigh to Ferny Grove P2; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 100 km/h
,1E09

Enters at City Down Suburban,05:30
Arrives & departs Bowen Hills,05:31
Arrives & departs Windsor,05:35
Arrives & departs Wilston,05:37
Arrives & departs Newmarket,05:39
Arrives & departs Alderley,05:41
Arrives & departs Enoggera,05:43
Arrives & departs Gaythorne,05:45
Arrives & departs Mitchelton,05:47
Arrives & departs Oxford Park,05:49
Arrives & departs Grovely,05:51
Arrives & departs Keperra,05:53
Arrives at Ferny Grove,05:57
Changes direction at Ferny Grove,06:05
At Ferny Grove forms new service,1V06 at 06:07


FGBN Ferny Grove to Coopers Plains
,1V06

New service at Ferny Grove from,1E09 at 06:07
Departs from Ferny Grove,06:17
Arrives & departs Keperra,06:21
Arrives & departs Grovely,06:23
Arrives & departs Oxford Park,06:25
Arrives & departs Mitchelton,06:27
Arrives & departs Gaythorne,06:29
Arrives & departs Enoggera,06:31
Arrives & departs Alderley,06:33
Arrives & departs Newmarket,06:35
Arrives & departs Wilston,06:37
Arrives & departs Windsor,06:39
Arrives & departs Bowen Hills,06:43
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,06:44


BNFG Beenleigh to Ferny Grove P1; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,1E11

Enters at City Down Suburban,05:45
Arrives & departs Bowen Hills,05:46
Arrives & departs Windsor,05:50
Arrives & departs Wilston,05:52
Arrives & departs Newmarket,05:54
Arrives & departs Alderley,05:56
Arrives & departs Enoggera,05:58
Arrives & departs Gaythorne,06:00
Arrives & departs Mitchelton,06:02
Arrives & departs Oxford Park,06:04
Arrives & departs Grovely,06:06
Arrives & departs Keperra,06:08
Arrives at Ferny Grove,06:12
Changes direction at Ferny Grove,06:20
At Ferny Grove forms new service,1714 at 06:22


FGBN Ferny Grove to Beenleigh
,1714

New service at Ferny Grove from,1E11 at 06:22
Departs from Ferny Grove,06:32
Arrives & departs Keperra,06:36
Arrives & departs Grovely,06:38
Arrives & departs Oxford Park,06:40
Arrives & departs Mitchelton,06:42
Arrives & departs Gaythorne,06:44
Arrives & departs Enoggera,06:46
Arrives & departs Alderley,06:48
Arrives & departs Newmarket,06:50
Arrives & departs Wilston,06:52
Arrives & departs Windsor,06:54
Arrives & departs Bowen Hills,06:58
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,06:59


BNFG Beenleigh to Ferny Grove P2; Mass 258Te; Power 2160kW; Brake force 32Te; Maximum speed 100 km/h
,1E13

Enters at City Down Suburban,06:00
Arrives & departs Bowen Hills,06:01
Arrives & departs Windsor,06:05
Arrives & departs Wilston,06:07
Arrives & departs Newmarket,06:09
Arrives & departs Alderley,06:11
Arrives & departs Enoggera,06:13
Arrives & departs Gaythorne,06:15
Arrives & departs Mitchelton,06:17
Arrives & departs Oxford Park,06:19
Arrives & departs Grovely,06:21
Arrives & departs Keperra,06:23
Arrives at Ferny Grove,06:27
Changes direction at Ferny Grove,06:33
At Ferny Grove forms new service,1S18 at 06:35


FGBR Ferny Grove to Boggo Road
,1S18

New service at Ferny Grove from,1E13 at 06:35
Departs from Ferny Grove,06:40
Arrives & departs Keperra,06:44
Arrives & departs Grovely,06:46
Arrives & departs Oxford Park,06:48
Arrives & departs Mitchelton,06:50
Arrives & departs Gaythorne,06:52
Arrives & departs Enoggera,06:54
Arrives & departs Alderley,06:56
Arrives & departs Newmarket,06:58
Arrives & departs Wilston,07:00
Arrives & departs Windsor,07:02
Arrives & departs Bowen Hills,07:06
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,07:07


BNFG Beenleigh to Ferny Grove P1; Mass 270Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,TE15

Enters at City Down Suburban,06:15
Arrives & departs Bowen Hills,06:16
Arrives & departs Windsor,06:20
Arrives & departs Wilston,06:22
Arrives & departs Newmarket,06:24
Arrives & departs Alderley,06:26
Arrives & departs Enoggera,06:28
Arrives & departs Gaythorne,06:30
Arrives & departs Mitchelton,06:32
Arrives & departs Oxford Park,06:34
Arrives & departs Grovely,06:36
Arrives & departs Keperra,06:38
Arrives at Signal FG19,06:40
Departs from Signal FG19,06:41
Arrives at Ferny Grove,06:42
Changes direction at Ferny Grove,06:44
At Ferny Grove forms new service,TV08 at 06:45


FGBN Ferny Grove to Coopers Plains
,TV08

New service at Ferny Grove from,TE15 at 06:45
Departs from Ferny Grove,06:47
Arrives & departs Keperra,06:51
Arrives & departs Grovely,06:53
Arrives & departs Oxford Park,06:55
Arrives & departs Mitchelton,06:57
Arrives & departs Gaythorne,06:59
Arrives & departs Enoggera,07:01
Arrives & departs Alderley,07:03
Arrives & departs Newmarket,07:05
Arrives & departs Wilston,07:07
Arrives & departs Windsor,07:09
Arrives & departs Bowen Hills,07:13
Exits railway at City Up Suburban,
allowable exit element(s): 2-19 ,07:14


ECS Redbank Stabling to Ferny Grove P2; Mass 256Te; Power 2880kW; Brake force 34Te; Maximum speed 35 km/h
,AE03

Enters at City Down Suburban,06:21
Passes Bowen Hills,06:22
Arrives at Ferny Grove,06:47
Changes direction at Ferny Grove,06:49
At Ferny Grove forms new service,TS20 at 06:50


FGBR Ferny Grove to Boggo Road
,TS20

New service at Ferny Grove from,AE03 at 06:50
Change maximum speed to 130 at Ferny Grove,06:51
Departs from Ferny Grove,06:55
Arrives & departs Keperra,06:59
Arrives & departs Grovely,07:01
Arrives & departs Oxford Park,07:03
Arrives & departs Mitchelton,07:05
Arrives & departs Gaythorne,07:07
Arrives & departs Enoggera,07:09
Arrives & departs Alderley,07:11
Arrives & departs Newmarket,07:13
Arrives at Wilston,07:15
Terminates at Wilston,07:15


BNFG Beenleigh to Ferny Grove P1; Mass 290Te; Power 2880kW; Brake force 35Te; Maximum speed 130 km/h
,TE17

Enters at City Down Suburban,06:30
Arrives & departs Bowen Hills,06:31
Arrives & departs Windsor,06:35
Arrives & departs Wilston,06:37
Arrives & departs Newmarket,06:39
Arrives & departs Alderley,06:41
Arrives & departs Enoggera,06:43
Arrives & departs Gaythorne,06:45
Arrives & departs Mitchelton,06:47
Arrives & departs Oxford Park,06:49
Arrives & departs Grovely,06:51
Arrives & departs Keperra,06:53
Arrives at Signal FG19,06:55
Departs from Signal FG19,06:56
Arrives at Ferny Grove,06:57
Changes direction at Ferny Grove,06:59
At Ferny Grove forms new service,T716 at 07:00


FGBN Ferny Grove to Beenleigh
,T716

New service at Ferny Grove from,TE17 at 07:00
Departs from Ferny Grove,07:02
Arrives & departs Keperra,07:06
Arrives & departs Grovely,07:08
Arrives & departs Oxford Park,07:10
Arrives & departs Mitchelton,07:12
Arrives & departs Gaythorne,07:14
Arrives at Enoggera,07:16
Terminates at Enoggera,07:16


ECS Redbank Stabling to Ferny Grove P2; Mass 260Te; Power 2160kW; Brake force 35Te; Maximum speed 40 km/h
,2E05

Enters at City Down Suburban,06:40
Passes Bowen Hills,06:40
Arrives at Ferny Grove,07:02
Changes direction at Ferny Grove,07:04
At Ferny Grove forms new service,1S24 at 07:05


FGBR Ferny Grove to Boggo Road
,1S24

New service at Ferny Grove from,2E05 at 07:05
Change maximum speed to 100 at Ferny Grove,07:06
Departs from Ferny Grove,07:10
Arrives & departs Keperra,07:14
Arrives at Grovely,07:16
Terminates at Grovely,07:16


BNFG Beenleigh to Ferny Grove P1; Mass 275Te; Power 2880kW; Brake force 35Te; Maximum speed 100 km/h
,1E19

Enters at City Down Suburban,06:45
Arrives & departs Bowen Hills,06:46
Arrives & departs Windsor,06:50
Arrives & departs Wilston,06:52
Arrives & departs Newmarket,06:54
Arrives & departs Alderley,06:56
Arrives & departs Enoggera,06:58
Arrives & departs Gaythorne,07:00
Arrives & departs Mitchelton,07:02
Arrives & departs Oxford Park,07:04
Arrives & departs Grovely,07:06
Arrives & departs Keperra,07:08
Arrives at Signal FG19,07:10
Departs from Signal FG19,07:11
Arrives at Ferny Grove,07:12
Terminates at Ferny Grove,07:12


ECS Mayne ETS to Ferny Grove P2; Mass 260Te; Power 2160kW; Brake force 34Te; Maximum speed 35 km/h
,2E09

Enters at City Down Suburban,06:49
Passes Bowen Hills,06:50
Arrives at Ferny Grove,07:15
Terminates at Ferny Grove,07:15


BRCA Roma Street to Caboolture; Mass 260Te; Power 3000kW; Brake force 32Te; Maximum speed 140 km/h
,D101,D103

Enters at City Down Main,04:40,05:10
Arrives & departs Bowen Hills,04:41,05:11
Arrives & departs Eagle Junction,04:46,05:16
Arrives & departs Northgate,04:50,05:20
Arrives & departs Petrie,05:06,05:36
Exits railway at Sunshine Coast,
allowable exit element(s): 313-9 ,05:07,05:37


RWNA Rosewood to Nambour; Mass 260Te; Power 2880kW; Brake force 35Te; Maximum speed 140 km/h
,TL01

Enters at City Down Main,05:40
Arrives & departs Bowen Hills,05:41
Arrives & departs Eagle Junction,05:46
Arrives & departs Northgate,05:50
Arrives & departs Petrie,06:06
Exits railway at Sunshine Coast,
allowable exit element(s): 313-9 ,06:07


RWCA Rosewood to Caboolture; Mass 280Te; Power 2880kW; Brake force 35Te; Maximum speed 140 km/h
,T105

Enters at City Down Main,06:10
Arrives & departs Bowen Hills,06:11
Arrives & departs Eagle Junction,06:16
Arrives & departs Northgate,06:20
Arrives & departs Petrie,06:36
Exits railway at Sunshine Coast,
allowable exit element(s): 313-9 ,06:37


ECS Bowen Hills to Caboolture
,A101

New service at Bowen Hills from,T001 at 06:32
Change maximum speed to 60 at Bowen Hills,06:33
Departs from Bowen Hills,06:33
Passes Eagle Junction Down Main,06:38
Passes Northgate,06:42
Passes Petrie,07:02
Exits railway at Sunshine Coast,
allowable exit element(s): 313-9 ,07:03


BRCA Roma Street to Caboolture; Mass 270Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,D107

Enters at City Down Main,06:40
Arrives & departs Bowen Hills,06:41
Arrives & departs Eagle Junction,06:46
Arrives & departs Northgate,06:50
Arrives & departs Petrie,07:06
Exits railway at Sunshine Coast,
allowable exit element(s): 313-9 ,07:07


CARW Caboolture to Rosewood; Mass 270Te; Power 2880kW; Brake force 33Te; Maximum speed 140 km/h
,T604

Enters at Sunshine Coast,04:24
Arrives & departs Petrie,04:26
Arrives & departs Northgate,04:42
Arrives & departs Eagle Junction,04:46
Arrives & departs Bowen Hills,04:52
Exits railway at City Up Main,
allowable exit element(s): 2-17 ,04:53


CAIP Caboolture to Ipswich; Mass 275Te; Power 3000kW; Brake force 35Te; Maximum speed 140 km/h
,D502,D504

